Numero de producto;Nombre de producto;Unidad de medida de ventas;Nombre Grupo
3000424;OPTIUM GUIDE  68 x 05 GAL;Und;LUBRICANTES FABRICAD
3000336;MIRALLOY 2844-1 BRIGHTENER;Und;METALES PRECIOSOS
3000004;ACETATO DE ETILO x 1 LT;Lt;REACTIVOS
5001186;AUTOMATIC GUN CPL. NEG. GA 03;Und;REPUESTOS FINISHING
3000010;ACIDO CLORHIDRICO CONCENTRADO X 1 LT;LTS;REACTIVOS
3000970;FLUX BYC ZN-6 x 20 KGS;Und;GALVAN.  EN CALIENTE
5000730;TUBO;Und;REPUESTOS FINISHING
3001284;ELITE CAR TECHNOSYNT 10W30 SN x 1/4 GAL;Und;LUBRICANTES GOODYEAR
3000015;ACIDO NITRICO x LITRO;Und;REACTIVOS
3000019;ACIDO SULFURICO 50% X 1 LT;LTS;REACTIVOS
3000429;OPTIUM HIDRAFLUID 100 X 05 GAL;Und;LUBRICANTES FABRICAD
3000282;FOSFEX 90 LE x 55 GAL;Und;FOSFATOS FABRICADOS
3001012;FERRINOX 3-LE LIQUIDO x 20 KGS;Und;FOSFATOS FABRICADOS
3001178;CLING 18 PULG. R x 1500 MTS;Und;ECOBYC CLING FILM
5001470;BATERIA DE 12 VDC - 20 AMPERIOS TIPO VRLA;Und;REPUESTOS FILM MIMA
5001486;FILTER BAG 355-PP VILT - 10MU;Und;REPUESTOS FINISHING
3000381;OPTIUM BYC ANTICOR #5 x 05 GAL;Und;LUBRICANTES FABRICAD
3000294;HIDROXIDO DE POTASIO x 25 KGS;kgs;SALES
5000668;TUBULADURA DE ENVASADO;Und;REPUESTOS FINISHING
5001042;FLAT JET NOZZLE NF40;Und;REPUESTOS FINISHING
5000545;RESORTE VALVULA;Und;REPUESTOS FINISHING
5000863;CHECK VALVE NW 4.0 RED;Und;REPUESTOS FINISHING
3000958;PLASTIBYC CORRECTOR PD X 20KG;Und;ADITIVOS FABRICADOS
5000126;"CARTUCHOS POLIPROPILENO 1 MICRAS 10""";Und;RPTO LINEA GALVANICA
3001339;"CARCASA 20"" MICROFILTRACION";;PLANTA TTO DE AGUAS
3001611;BIOCLEAN ULTRA X 20 KG;Und;LINEA DESINFECTANTES
AF1520B0021;FILTRO PARA PRENSA AGUAS RESIDUALES;;ADITIVOS COMERCIALIZ
3001539;DISE�O, INSTALACI�N, CAPACITACI�N Y PUESTA A PUNTO DE PROYECTO DE AGUAS;Und;OTROS INGRESOS
3001074;ROLLO MANUAL 50x15x450 COMERCIALIZADO;Und;ROLLOS STRETCH COMER
3000276;FOSFATION VR x 180 KGS;Und;FOSFATOS FABRICADOS
5000050;BOLSAS ANODOS 45 CMS;Und;RPTO LINEA GALVANICA
5001461;MATERIALES, EQUIPOS Y MONTAJE PLANTA AGUAS;;PLANTA TTO DE AGUAS
3001588;KLEANEX AXW 50 % x 60 KGS;Und;FOSFATOS FABRICADOS
3001035;EQ. TRATAMIENTO DE AGUAS 45000 LTS;;PLANTA TTO DE AGUAS
3000718;UNIFIX YELLOW x 25 KGS;Und;ADITIVOS COMERCIALIZ
3000533;ROLLO MANUAL 12.5x19x450 BYCSA;Und;ROLLOS FABRICADOS
7000102;PELETIZADO;Kg;OTROS INGRESOS
5000691;VALVULA DE PISTON;Und;REPUESTOS HOT MELT
3000054;AMONIACO CONCENTRADO x LITRO;LTS;REACTIVOS
3001340;CARTUCHOS 20 y 10 MICRONES;;PLANTA TTO DE AGUAS
3000055;ANODOS DE ZINC DE 1.24 CM X 23 CM;KGS;ANODOS Y METALES
5001424;BATERIA DE 24 VDC 4 A;Und;REPUESTOS FILM MIMA
3000293;HEEF 25 C x 30 KGS;Und;ADITIVOS FABRICADOS
3000566;ROLLO MAQUINA 50x28x433 BYCSA;Und;ROLLOS FABRICADOS
3001010;PREMEZCLA Z X KGS;Und;ADITIVOS FABRICADOS
3000056;ANODOS COBRE ELECT.x 45 CMS;KGS;ANODOS Y METALES
5000798;SEAL KIT,PMP AIRMTR,CH;Und;REPUESTOS HOT MELT
AF1528M0039;COMPUTADOR PARA MERCADEO;;ADITIVOS COMERCIALIZ
5000799;SEAL KIT,PISTON PMP,CH;Und;REPUESTOS HOT MELT
5000743;MANIFOLD ASSY OUTPUT QT;Und;REPUESTOS HOT MELT
3000234;EDTA 0.1M X 1 LITRO;lts;REACTIVOS
3001152;ROLLO MANUAL 45x15x250 BYCSA;Und;ROLLOS FABRICADOS
3000058;ANODOS COBRE ELECT.x 90 CMS;KGS;ANODOS Y METALES
3000144;BZ NC PURIFICADOR x 20 KGS;Und;ADITIVOS FABRICADOS
3000280;FOSFEX 90 LE X 15 GAL;Und;FOSFATOS FABRICADOS
3000157;CIANURO DE ZINC x 05 KGS;KGS;SALES
3000071;AURUNA COLOR 134 CONCENTRADO x 40 KGS;Und;METALES PRECIOSOS
AF1520B0065;MONTACARGAS DE PISO #1;;ADITIVOS COMERCIALIZ
3000060;ANODOS COBRE FOSF.x 60 CMS;KGS;ANODOS Y METALES
3001057;BLUE TRAVALENT CROMATE  x 04 KGS;Und;ADITIVOS FABRICADOS
3000124;BYC SEAL 04 x 04 KGS;Und;FOSFATOS FABRICADOS
AF1528M0035;COMPUTADOR PARA LABORATORIO;;ADITIVOS COMERCIALIZ
3000107;BN TAM R x 05 GAL;Und;ADITIVOS FABRICADOS
3000143;BZ NC PURIFICADOR x 04 KGS;Und;ADITIVOS FABRICADOS
3000430;OPTIUM HIDRAFLUID 100 X 55 GAL;Und;LUBRICANTES FABRICAD
AF1520B0066;MONTACARGAS DE PISO #2;;ADITIVOS COMERCIALIZ
3000802;CIANURO DE COBRE X 25 KG;KGS;SALES
AF1520B0067;MONTACARGAS DE PISO #3;;ADITIVOS COMERCIALIZ
AF1528M0036;COMPUTADOR PARA COMPRAS NACIONALES;;ADITIVOS COMERCIALIZ
3000302;KERINSE 30 x 05 GAL;Und;FOSFATOS FABRICADOS
3001572;ZINC LT x 200 KGS;Und;ADITIVOS FABRICADOS
5001120;DISC FILTER MPF 0310PP 220V60HZ;Und;EQP LINEA GALVANICA
3000859;FOSFEX 110 LE x 20 Kg;Und;FOSFATOS FABRICADOS
3000513;PULIBRILL AB 2017-I x 25 KGS;Und;ADITIVOS FABRICADOS
AF1528M0037;COMPUTADOR PARA NOMINA;;ADITIVOS COMERCIALIZ
5001328;HD,BEAD,01,M+BF,00,24,NO;Und;REPUESTOS HOT MELT
5000461;ORING DURO VITO 910,70;Und;REPUESTOS HOT MELT
AF1520B0068;MONTACARGAS DE PISO #4;;ADITIVOS COMERCIALIZ
3000710;UNIFIX 2 NS x 04 LITRO;Und;ADITIVOS FABRICADOS
3000900;UNIFIX 2 NL x 01 GAL;Und;ADITIVOS FABRICADOS
3000717;UNIFIX AL NC x 25 KGS;Und;FOSFATOS FABRICADOS
3000149;CC-Z-12 x 10 KG;Und;ADITIVOS FABRICADOS
5001517;FILTER BAG T180 D166-H285-10MU, PP;Und;REPUESTOS FINISHING
5001192;SHAFT ENCODER TYPE 8.5020.0A40.1024;Und;REPUESTOS FINISHING
5000773;KIT,REBUILD,MR1300 MODS;Und;REPUESTOS HOT MELT
5001302;FULLY AUTO PE FILM REWINDING MACHINE ARF-500N;Und;EQUIPOS FILM MIMA
5001468;PINCH VALVE NW32;Und;REPUESTOS FINISHING
3001312;JABON MULTIUSOS x 01 LITRO;Und;LINEA DESINFECTANTES
3001584;BN NANOBRIGHT X 01 GAL;Und;ADITIVOS FABRICADOS
3001398;LIMPIADOR DESINFECTANTE PINO x 04 LITRO;Und;LINEA DESINFECTANTES
5001451;BLACK RUBBER ROLLER(T100M0702B);Und;REPUESTOS HOT MELT
3000521;PURZINC x 01 GAL;Und;ADITIVOS FABRICADOS
3000636;TADAL DE CL 1075 ICF-20 x 05 GAL;Und;LUBRICANTES FABRICAD
3000648;TADALCAST AZ x 20 KGS;Und;LUBRICANTES COMERCIA
3000062;ANODOS GRAFITO 20CMx05CMx02CM;Und;ANODOS Y METALES
3000063;ANODOS PLOMO  70 CMS CON GANCHO;KGS;ANODOS Y METALES
3001543;JABON MULTIUSOS LIMON x 01 LITRO;Und;LINEA DESINFECTANTES
3001030;FOSFATION PL 30/70 x 3.4 KGS;Und;FOSFATOS FABRICADOS
3000205;CROMIST N-70 x 01 GAL;Und;ADITIVOS FABRICADOS
3000328;KLEANEX ZA x 04 KGS;Und;ADITIVOS FABRICADOS
3000795;SERVICIO REP Y MANTENIMIENTO GALVANICO;Und;EQP LINEA GALVANICA
3000064;ANODOS PLOMO  90 CMS;KGS;ANODOS Y METALES
3001388;DESINFECTANTE DE FRUTAS Y VERDURAS x 01 LITRO;Und;LINEA DESINFECTANTES
3000554;ROLLO MANUAL 50x15x410 BYCSA;Und;ROLLOS FABRICADOS
3000862;DICROMATO DE POTASIO 0,1 N x 1 LITRO;LTS;REACTIVOS
3000624;SULFO REDUCER LE x 05 KGS;Und;ADITIVOS FABRICADOS
3001338;MATERIAL FILTRANTE AMBOS Tk�s;;PLANTA TTO DE AGUAS
3001095;CINTA TRANSP.48x100 LABORATORIOS OSSALUD SA;Und;CINTA COMERCIALIZADA
3001412;SHAMPOO TAPICERIA HOGAR x 01 LITRO;Und;LINEA DESINFECTANTES
3000792;ADITIVO ACELERADOR ECOBYC;Kg;RESINA COMERCIALIZAD
3001153;ROLLO MANUAL 30x15x250 BYCSA;Und;ROLLOS FABRICADOS
3000045;ALLBRITE SATIN SS 30 A x 04 KGS;Und;ADITIVOS FABRICADOS
5001187;GUN CONTROL UNIT CPL .CG08;Und;REPUESTOS FINISHING
3000584;SAL DE ROCHELLE X 25 KGS;KGS;SALES
5000870;CENTRIFUGAL PUMP MSP 20-CRS-SS-SIC-EPDM;Und;RPTO LINEA GALVANICA
5000871;CENTRIFUGAL PUMP MSP 0600-CRS-EPDM;Und;RPTO LINEA GALVANICA
3000217;CUABYC AC SOLUCION PREPARADORA x 20 KGS;Und;ADITIVOS FABRICADOS
3000152;CIANURO DE PLATA (80%-80.5% AG);KGS;SALES
3000018;ACIDO SULFURICO 1N X 1 LT;lts;REACTIVOS
5000158;CLAMP SMALL SS (ABRAZADERAS);Und;RPTO LINEA GALVANICA
3000912;BN ULTRABRIGHT x 01 GAL;Und;ADITIVOS FABRICADOS
3000158;CIANURO DE ZINC x 40 KGS;kgs;SALES
3000373;OPTIUM AL x 5 GAL;Und;LUBRICANTES FABRICAD
5000159;COMPRESSION SPRING;Und;REPUESTOS FINISHING
3000977;UNICKLAT AC ZYN CARRIER x 05 Gal;Und;ADITIVOS FABRICADOS
3000160;CINTA H. M  CAFE 48X 100 MTS;Und;CINTA COMERCIALIZADA
3000405;OPTIUM ENGRAFLUID 220 x 05 GAL;Und;LUBRICANTES FABRICAD
3000150;CIANURO DE COBRE x 05 KGS;KGS;SALES
3000764;YODURO DE POTASIO 10% X 1 LT.;LTS;REACTIVOS
AF1520B0069;MONTACARGAS DE PISO #5;;ADITIVOS COMERCIALIZ
3000415;OPTIUM EVAPORABLE VS x 05 GAL;Und;LUBRICANTES FABRICAD
3000978;UNICKLAT AC ZYN BRIGHTENER x 01 Gal;Und;ADITIVOS FABRICADOS
AF1528M0038;COMPUTADOR PARA SISTEMAS;;ADITIVOS COMERCIALIZ
3000165;CINTA TRANSP.48x100 VyD DISTRIPARTES SA;Und;CINTA COMERCIALIZADA
3000166;CINTA TRANSP.48x100 ZONA LOGISTIK;Und;CINTA COMERCIALIZADA
AF1520B0001;PALETIZADORA DE PLASTICOS BARBOSA;;ADITIVOS COMERCIALIZ
3000662;TADALGRAF ZM-100 x 22 KGS;Und;LUBRICANTES COMERCIA
5000264;FILTERDISC 20/32 PP(disco polipropileno;Und;RPTO LINEA GALVANICA
3000172;CLEANER TOTAL x  20 KGS;Und;GALVAN.  EN CALIENTE
5001413;NOZZ ASSY,1/0,90DEG,.015;Und;REPUESTOS HOT MELT
5001442;O-RING GASKET D17.30X2.40 NITRIL;Und;REPUESTOS FINISHING
3000265;FOSFATION 61 x 05 GAL;Und;FOSFATOS FABRICADOS
3000849;ROLLO YUMBO 30x15x4500 BYCSA;Und;ROLLOS FABRICADOS
3000240;ESTA�O;KGS;ANODOS Y METALES
3000331;LATON PELLETS;KGS;ANODOS Y METALES
3000117;BYC FLOC AN x 25 KGS;Und;PLANTA TTO DE AGUAS
3000059;ANODOS COBRE FOSF.BRIQ.x25 KGS;KGS;ANODOS Y METALES
3000255;FOSFATION 32 x   25 KGS;Und;FOSFATOS FABRICADOS
3000088;BN 83 ALLBRITE/BN 2010 ALLBRITE x 01 GA;Und;ADITIVOS FABRICADOS
5000843;HANDLE CPL SET GM 02;Und;REPUESTOS FINISHING
3000190;CLING 12 PULG. R x 30 MTS;Und;ECOBYC CLING FILM
5001208;CONECCION NEGRO;Und;REPUESTOS FINISHING
3000191;CLORURO DE AMONIO x 05 KGS;KGS;SALES
3001532;FOSFATION 38 X 225 KG;Und;FOSFATOS FABRICADOS
3000358;NIQUEL P PELLET X 25 KGS;KGS;ANODOS Y METALES
3000047;ALLBRITE SATIN SS 30 B x 04 KGS;Und;ADITIVOS FABRICADOS
AF1520B0022;MEZCLADORA PRODUCCION;;ADITIVOS COMERCIALIZ
3001016;CLEANER FA x 200 KGS;Und;ADITIVOS FABRICADOS
3000385;OPTIUM CH 11 x 55 GAL;Und;LUBRICANTES FABRICAD
5001112;"SOLENOID VALVE 1/2"" NW13.5";Und;REPUESTOS FINISHING
5001118;LOCKING NUT 50000 PP;Und;RPTO LINEA GALVANICA
5000258;FILTER CARTRIDE 0 325x1200 mm;Und;REPUESTOS FINISHING
3000546;ROLLO MANUAL 38x19x420 BYCSA;Und;ROLLOS FABRICADOS
3000907;BIFLORURO DE AMONIO x 100 GRAMOS;GRAMOS;REACTIVOS
3000634;TADAL DE 122 ORD x 05 GAL;Und;LUBRICANTES FABRICAD
3000359;NIQUEL R CAFE MONEDAS X 25 KGS;KGS;ANODOS Y METALES
5000110;CALENTADOR CABEZA 4 PUERTOS;Und;REPUESTOS HOT MELT
3000783;CINTA TRANSP.48x100 ALUICA;Und;CINTA COMERCIALIZADA
3000612;STEELSKIN 6269G x 25 Kgs;Und;JABONES TREFILACION
3001305;LAVALOZAS LIQUIDO x 20 LITROS;Und;LINEA DESINFECTANTES
5000311;INYECTOR OPTIFLOW;Und;REPUESTOS FINISHING
3000744;VICAFIL TN 19T2 T x 25 KGS;Und;JABONES TREFILACION
3000556;ROLLO MANUAL 50x17x1800 BYCSA;Und;ROLLOS FABRICADOS
5001182;CUP 1040, PVDF;Und;RPTO LINEA GALVANICA
3000765;ZAMAC 5;Kg;ANODOS Y METALES
3000345;MIRALLOY TIN-2 SALT;Und;METALES PRECIOSOS
3001551;ROLLO MANUAL 15x12x150 BYCSA;Und;ROLLOS FABRICADOS
3000987;ROLLO MANUAL 50x23x400 BYCSA;Und;ROLLOS FABRICADOS
7000121;GARRAFA x 05 GAL  VENTAS ALCOHOL;Und;ENVASES  Y EMPAQUES
3000766;ZAMAC 7;Kg;ANODOS Y METALES
5001295;COVER TUBE TO PG2-A CABLE (710081 / 360600);Und;REPUESTOS FINISHING
5001418;GUN CONNECTION;Und;REPUESTOS FINISHING
AF1520B0003;CORTADORA Y REBOBINADORA PELICULA STRECH;;ADITIVOS COMERCIALIZ
5001463;REGULATOR/FILTER UNIT;Und;REPUESTOS FINISHING
5000928;PRESURE GAUGE 0-2.5 BAR SS/COAT-N;Und;RPTO LINEA GALVANICA
5001441;PAN HEAD SCREW K-SL M3X3;Und;REPUESTOS FINISHING
3000670;TADALSOL S-6 x 05 GAL;Und;LUBRICANTES FABRICAD
5000811;PRESSURE PLATE 58000, STAAL/EPDM;Und;RPTO LINEA GALVANICA
3000951;TADAL SCREW 46 x 185 KG;Und;LUBRICANTES COMERCIA
3000767;ZAMAC M;Kg;ANODOS Y METALES
5001359;CENTER POST DISC FILTER 0620,PP (TAPPED);Und;REPUESTOS FINISHING
5000899;FILTER COVER 67006A BLUE;Und;RPTO LINEA GALVANICA
3000577;ROLLO YUMBO 50x17x4350 BYCSA;Und;ROLLOS FABRICADOS
3000590;SODA CAUSTICA 0.1N X 1 LT.;LTS;REACTIVOS
3001383;DESENGRASANTE MANOS x 250 GRAMOS;Und;LINEA DESINFECTANTES
3001493;AMOQUARTS X 20 LT;UND;LINEA DESINFECTANTES
3000580;ROLLO YUMBO 90x15x4500 BYCSA;Und;ROLLOS FABRICADOS
3000581;ROLLO YUMBO 90x15x4500 EN KGS BYCSA;Und;ROLLOS FABRICADOS
3000582;ROLLO YUMBO 90x19x3000 BYCSA;Und;ROLLOS FABRICADOS
3000159;CIANURO DE ZINC x 50 KGS;KGS;SALES
3001471;NP A x 20 KGS;Und;ADITIVOS COMERCIALIZ
3000305;KLEANEX 150 x 25 KGS;Und;FOSFATOS FABRICADOS
3001557;DETERGENTE DESENGRASANTE x 20 LITROS;Und;LINEA DESINFECTANTES
3000810;ZAMAC 2;Kg;ANODOS Y METALES
5000295;HOSE CONNECTION 10-12 MM;Und;REPUESTOS FINISHING
3000264;FOSFATION 500 LE x 20 KGS;Und;FOSFATOS FABRICADOS
3000246;FERRINOX 5 x 10 KGS;Und;FOSFATOS FABRICADOS
5000703;VASTAGO CON CASCADA;Und;REPUESTOS FINISHING
3000248;FLUX HM X 20 KGS;Und;GALVAN.  EN CALIENTE
3000249;FLUX NEUTRALIZER x 20 KGS;Und;GALVAN.  EN CALIENTE
5000831;RAMPA MAQ.PLATO GIRATORIO MHFG 2000 B;Und;REPUESTOS FILM MIMA
3000773;ZINCASID PURIFIER x 05 GAL;Und;ADITIVOS FABRICADOS
3001352;ROLLO YUMBO 50x12x4500 BYCSA;Und;ROLLOS FABRICADOS
3000599;SOLUCION DE PERMANGANATO X 1 LT.;LTS;REACTIVOS
5000866;RESISTENCIA ACERO INOX 3000W 80 CM;Und;RPTO LINEA GALVANICA
5001270;AUTOMATIC-KIT CG20 GA03 IG07;Und;REPUESTOS FINISHING
AF1520B0032;FILTROS PARA ESTRUDES MAQUINA;;ADITIVOS COMERCIALIZ
3000986;ACIDO FOSFORICO X 25 KGS;kgs;SALES
3000262;FOSFATION 39 M x  250 KGS;Und;FOSFATOS FABRICADOS
3000046;ALLBRITE SATIN SS 30 A x 20 KGS;Und;ADITIVOS FABRICADOS
3000747;VICAFIL X8 G x 25 KGS;Und;JABONES TREFILACION
AF1520B0033;BA�O CALENTAMIENTO;;ADITIVOS COMERCIALIZ
3000355;NIPLEX 77 x 01 GAL;Und;ADITIVOS FABRICADOS
3000695;ULTRA CAT x  04 KGS;Und;FOSFATOS FABRICADOS
3000268;FOSFATION ACTIVADOR M.N.B x 25 KGS;Und;FOSFATOS COMERCIALIZ
5000749;PISTON PUMP SHATF;Und;REPUESTOS HOT MELT
3000090;BN 83 BASE/BN BASE PLUS x 01 GAL;Und;ADITIVOS FABRICADOS
3000261;FOSFATION 39 M x   70 KGS;Und;FOSFATOS FABRICADOS
3000364;NIVET x 01 GAL;Und;ADITIVOS FABRICADOS
3001573;OPTIUM MOTOBIKE 4T 20W50 JASO MA-2 X 1/4 GAL;Und;LUBRICANTES FABRICAD
3000151;CIANURO DE COBRE X 50 KG;KGS;SALES
9000094;RECUPERACION DE COSTOS Y GASTOS;UND;OTROS INGRESOS
3001336;DISTRIBUIDORES INFERIORES P02;;PLANTA TTO DE AGUAS
3001574;OPTIUM MOTOBIKE TECHNOSYNT 4T 20W50 JASO MA-2 X 1/4 GAL;Und;LUBRICANTES FABRICAD
3001496;BLACK TRIVALENT  PARTE A X 4 KG;Und;ADITIVOS COMERCIALIZ
3001335;DISTRIBUIDORES SUPERIORES P01;;PLANTA TTO DE AGUAS
3000216;CUABYC AC SOLUCION PREPARADORA x 04 KGS;Und;ADITIVOS FABRICADOS
5000501;"PRESSURE GAUGE CONNECTION PIECE 20-1/2""";Und;RPTO LINEA GALVANICA
3001089;ROLLO 12.5x15x300 FORMULA MANUAL;Und;ROLLOS FABRICADOS
3000855;NIQUEL P PELLET - EX 25 KGS;KGS;ANODOS Y METALES
3001334;TANQUES 844;;PLANTA TTO DE AGUAS
5001376;FLTR/SHTOFF ASY,10,20,LG SPECIFIC TO MACHINE;Und;REPUESTOS HOT MELT
3000270;FOSFATION ECO-100 x 20 KGS;Und;FOSFATOS FABRICADOS
5000364;MANGUERA POLVO O11/16POE66 X METROS;Und;REPUESTOS FINISHING
3001251;ADITIVO ECOBYC ACELERADOR 201J-E;Kg;RESINA COMERCIALIZAD
5001119;DISC FILTER MPF 0620PP 220V60HZ;Und;EQP LINEA GALVANICA
3000142;BZ NC PARTE B BOOSTER x 20 KGS;Und;ADITIVOS FABRICADOS
3000961;TIOCIANATO DE AMONIO X KG;KGS;SALES
5001264;DISC FILTER MPF LAB-10;Und;EQP LINEA GALVANICA
3000632;TADAL CU 1350 x 185 KGS;Und;LUBRICANTES COMERCIA
3001575;OPTIUM MOTOBIKE 4T 10W30 TECHNOSYNT JASO MA-2 X 1/4 GAL;Und;LUBRICANTES FABRICAD
5001516;TRANSFORMADOR ELEVADOR 110 V;Und;REPUESTOS FILM MIMA
3000637;TADAL DIELECTRIC 10 x KGS;Und;LUBRICANTES COMERCIA
3000283;FOSFEX 90 R-LE x 05 GAL;Und;FOSFATOS FABRICADOS
3000800;CLEANER SPRAY x 070 KGS;Und;FOSFATOS FABRICADOS
3000401;OPTIUM EMULBYC AC x 55 GAL;Und;LUBRICANTES FABRICAD
3000309;KLEANEX 40-LE x 25 KGS;Und;FOSFATOS FABRICADOS
5001194;MOTOR ZA07/08 CPL.;Und;REPUESTOS FINISHING
3000647;TADAL SCREW 68 x 55 GAL;Und;LUBRICANTES COMERCIA
3000313;KLEANEX AL 37 x 25 KGS;Und;FOSFATOS FABRICADOS
5000677;TUERCA DE RACOR OPTIF;Und;REPUESTOS FINISHING
3000376;OPTIUM BACTERICIDA O x 4 KGS;Und;LUBRICANTES FABRICAD
3001082;ALUMSEAL NCY X2 x 04 KGS;Und;ADITIVOS COMERCIALIZ
3001497;BLACK TRIVALENTE PARTE B X 4KG;Und;ADITIVOS COMERCIALIZ
3001203;AURUNA COLOR 134 CONCENTRADO x 01 KGS;Und;METALES PRECIOSOS
3000119;BYC LAC SOLUBLE x 20 KG;Und;ADITIVOS FABRICADOS
5000210;DISCOS POLIESTER 2200;Und;RPTO LINEA GALVANICA
3001533;BYC LAC SOLUBLE D x 1 KG;Und;ADITIVOS FABRICADOS
3000663;TADALNOX X  18 KGS;Und;LUBRICANTES FABRICAD
3000623;SULFATO DE ZINC  X 25 KGS;KGS;SALES
3001609;OPTIUM GREASE EP-2 x 180 KGS;Und;LUBRICANTES COMERCIA
3000895;ANODOS GRAFITO 50CMx10CMx02CM;Und;ANODOS Y METALES
3000578;ROLLO YUMBO 50x17x4500 BYCSA;Und;ROLLOS FABRICADOS
5001448;LOAD-BEARING TUGS (B11);Und;REPUESTOS HOT MELT
3001361;PTIUM HIDRAFLUID 22 X 55 GAL;Und;LUBRICANTES FABRICAD
3000222;CUPRACID 210 A EUR x 25 KG;Und;ADITIVOS COMERCIALIZ
3001545;JABON MULTIUSOS LIMON x 20 LITRO;Und;LINEA DESINFECTANTES
3001408;SUAVIZANTE LIQUIDO FLORAL x 20 LITRO;Und;LINEA DESINFECTANTES
3000226;CUPRACID 210 MAKE-UP EUR x 25 KG;Und;ADITIVOS COMERCIALIZ
3000812;OPTIUM HIDRAFLUID 68 x 275 GAL;Und;LUBRICANTES FABRICAD
5000178;CORREA DENTADA HTD 48-8M-30;Und;REPUESTOS FINISHING
3001337;VALVULAS 51202C MANUAL;;PLANTA TTO DE AGUAS
5001201;SIEVE SCREEN 400MY TO EZ CYCLONE  (SIZE: 750x750MM);Und;REPUESTOS FINISHING
5001411;ADAPTOR, SWIRL NOZZ,ST;Und;REPUESTOS HOT MELT
3001488;YELLOW BRONZE ADITTIVE x 04 Kg;Und;ADITIVOS FABRICADOS
3000140;BZ NC PARTE A BRIGHTENER x 20 KGS;Und;ADITIVOS FABRICADOS
3000000;A-5 (2X) x 25 KGS;Und;ADITIVOS COMERCIALIZ
3000001;ABRILL.CUPRACID 210-A x 25 KGS;Und;ADITIVOS COMERCIALIZ
3000680;TREFILSID OPC x 25 KGS;Und;FOSFATOS COMERCIALIZ
3000003;ABRILLANTADOR TROLUME PXNB x 25 KGS;Und;ADITIVOS COMERCIALIZ
3000482;OTTONE PASS 2000 x 05 GAL;Und;ADITIVOS FABRICADOS
5000132;CELDA HULL LUCITE 267 ML;Und;RPTO LINEA GALVANICA
3001535;REFRIGERANTE LARGA VIDA X 55 GAL;Und;LUBRICANTES FABRICAD
3000213;CUABYC AC PARTE A x 20 KGS;Und;ADITIVOS FABRICADOS
3000027;ADITIVO PROTOLUX 3000 x 01 KGS;Und;ADITIVOS COMERCIALIZ
5001431;EMPATE SENCILLO MILIM�TRICO CHJC 10-1;Und;REPUESTOS FILM MIMA
5001500;MOTOR 1,1 KW B5 3PH. HO;Und;REPUESTOS FINISHING
5000692;VALVULA DE PRESION DE ALIVIO;Und;REPUESTOS HOT MELT
5001371;PROYECTO ARCOLINE;UND;PLANTA TTO DE AGUAS
5001432;ESTRIBO SENCILLO MILIM�TRICO CHJC 10-1;Und;REPUESTOS FILM MIMA
3000028;ALB.BRW 100 BRIGHTENER SN x 25 KGS;Und;ADITIVOS COMERCIALIZ
3000029;ALB.BRW 100 BRIGHTENER ZN x 25 LTS;Und;ADITIVOS COMERCIALIZ
5000060;BOLSAS CESTAS 60 CMS;Und;RPTO LINEA GALVANICA
5001498;GUN CABLE CPL GA 03 30 M;Und;REPUESTOS FINISHING
5001143;ELECTRODE SUPPORT CPL. PG1/FSD;Und;REPUESTOS FINISHING
3000030;ALB.BRW COMPLEX CU CONCEN.x 25 LTS;Und;ADITIVOS COMERCIALIZ
3001199;CINTA TRANSP.48x100 LAB OSSALUD;Und;CINTA COMERCIALIZADA
3001046;COOPER DYEFREE LEVELER  x 04 KGS;Und;ADITIVOS FABRICADOS
5000136;CESTAS TITANIO 4CMx15CMx30CM;Und;RPTO LINEA GALVANICA
3001614;CINTA TRANSP.48x100 ESTANDAR MAKRO (45 Micras);Und;CINTA COMERCIALIZADA
3000834;FOSFATION TRI 21 W x  04 KGS;Und;FOSFATOS FABRICADOS
3000033;ALLB.BRW 100 REPLEN 4XC X LITRO;Und;ADITIVOS COMERCIALIZ
AF1520B0004;CORELESS TYPE AIR SHAF-RPTO MAQUINA CHIN;;ADITIVOS COMERCIALIZ
AF1520B0005;REBOBINADORA CLLING FILM AUTO;;ADITIVOS COMERCIALIZ
3001489;YELLOW BRONZE BRIGHTNER x 04 Kg;Und;ADITIVOS FABRICADOS
3000163;CINTA TRANSP.48x100 ESTANDAR(45 Micras);Und;CINTA COMERCIALIZADA
3000676;TADALWOOD ANTI-ADHERENTE x 05 GAL;Und;LUBRICANTES FABRICAD
AF1520B0006;GENERADOR MDB50 MAQUINA STRETCH;;ADITIVOS COMERCIALIZ
3000034;ALLB.BRW 100 WETTIN AGENT/DERMALOY LF W;Und;ADITIVOS COMERCIALIZ
AF1520B0035;CAMARA DE NIEBLA;;ADITIVOS COMERCIALIZ
AF1520B0036;CELDA MEDIDA DE PROTEC;;ADITIVOS COMERCIALIZ
3000535;ROLLO MANUAL 15x10x450 BYCSA;Und;ROLLOS FABRICADOS
3000020;ACTIBYC LE x 05 GAL;Und;ADITIVOS FABRICADOS
5000896;THERMOSTAT-CHAMP 600, 120 AND 240 V;Und;REPUESTOS HOT MELT
3000021;ACTIBYC LE x 15 GAL;Und;ADITIVOS FABRICADOS
5000678;TUERCA DE SELLO MUDULO UFD;Und;REPUESTOS HOT MELT
AF1520B0037;CELDA PARA MEDIDA EN;;ADITIVOS COMERCIALIZ
